"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"2007","chr2",171306306,171306706,401,"*","chr2_171306306_171306706","X41035","ENSMUSG00000088505",171306168,171306431,264,"-",0,"overlapStart",0,"Gm26489","115486132"
"2008","chr2",171988876,171989276,401,"*","chr2_171988876_171989276","X41079","ENSMUSG00000085426",171988195,171989195,1001,"-",0,"overlapStart",0,"Gm14272",NA
"2009","chr2",172100485,172100885,401,"*","chr2_172100485_172100885","X41087","ENSMUSG00000083793",172100621,172101235,615,"+",0,"overlapStart",0,"Gm14274",NA
"2010","chr2",173392508,173392908,401,"*","chr2_173392508_173392908","X41131","ENSMUSG00000086114",173394566,173395720,1155,"+",1657,"upstream",1657,"Gm14642","102631616"
"2011","chr2",173700915,173701315,401,"*","chr2_173700915_173701315","X41147","ENSMUSG00000098588",173701030,173701148,119,"-",0,"includeFeature",0,"Mir6340","102465173"
"2012","chr2",174286021,174286421,401,"*","chr2_174286021_174286421","X41174","ENSMUSG00000099106",174286608,174286671,64,"+",186,"upstream",186,"Gm27899",NA
"2013","chr2",174589378,174589778,401,"*","chr2_174589378_174589778","X41190","ENSMUSG00000082353",174591230,174591802,573,"+",1451,"upstream",1451,"Vmn1r-ps1",NA
"2014","chr2",176759418,176759818,401,"*","chr2_176759418_176759818","X41212","ENSMUSG00000081599",176754399,176757439,3041,"-",1978,"upstream",1978,"Gm14390",NA
"2015","chr2",178407305,178407705,401,"*","chr2_178407305_178407705","X41225","ENSMUSG00000060445",178345293,178407685,62393,"-",0,"overlapStart",0,"Sycp2","320558"
"2016","chr2",179022260,179022660,401,"*","chr2_179022260_179022660","X41264","ENSMUSG00000082215",179020119,179021133,1015,"-",1126,"upstream",1126,"Gm14314","665264"
"2017","chr2",179615123,179615523,401,"*","chr2_179615123_179615523","X41302","ENSMUSG00000083410",179612622,179613567,946,"-",1555,"upstream",1555,"Gm14300",NA
"2018","chr2",180847576,180847976,401,"*","chr2_180847576_180847976","X41340","ENSMUSG00000085728",180847652,180849046,1395,"+",0,"overlapStart",0,"Gm14339",NA
"2019","chr2",181379596,181379996,401,"*","chr2_181379596_181379996","X41353","ENSMUSG00000090077",181380078,181383628,3551,"+",81,"upstream",81,"Lime1","72699"
"2020","chr3",3828933,3829333,401,"*","chr3_3828933_3829333","X41411","ENSMUSG00000103245",3829284,3830057,774,"+",0,"overlapStart",0,"RP24-61J18.2",NA
"2021","chr3",4338976,4339376,401,"*","chr3_4338976_4339376","X41429","ENSMUSG00000094830",4338998,4339116,119,"+",0,"includeFeature",0,"n-R5s194","115489751"
"2022","chr3",4504031,4504431,401,"*","chr3_4504031_4504431","X41431","ENSMUSG00000104073",4504831,4505069,239,"+",399,"upstream",399,"RP24-66H10.1",NA
"2023","chr3",4568514,4568914,401,"*","chr3_4568514_4568914","X41433","ENSMUSG00000089287",4567203,4567335,133,"-",1178,"upstream",1178,"Gm22944","115489825"
"2024","chr3",4764759,4765159,401,"*","chr3_4764759_4765159","X41438","ENSMUSG00000103306",4766098,4766371,274,"+",938,"upstream",938,"RP23-442I7.2",NA
"2025","chr3",6167724,6168124,401,"*","chr3_6167724_6168124","X41480","ENSMUSG00000103733",6164895,6167824,2930,"-",0,"overlapStart",0,"RP23-32D13.1","620570"
"2026","chr3",6380193,6380593,401,"*","chr3_6380193_6380593","X41485","ENSMUSG00000103852",6378332,6378601,270,"-",1591,"upstream",1591,"RP24-357L20.2","100417510"
"2027","chr3",8326878,8327278,401,"*","chr3_8326878_8327278","X41538","ENSMUSG00000103921",8327531,8329707,2177,"+",252,"upstream",252,"RP24-422L17.1","545500"
"2028","chr3",8616130,8616530,401,"*","chr3_8616130_8616530","X41547","ENSMUSG00000098047",8615275,8616504,1230,"-",0,"overlapStart",0,"Gm18822",NA
"2029","chr3",8673383,8673783,401,"*","chr3_8673383_8673783","X41552","ENSMUSG00000103814",8673410,8673722,313,"+",0,"includeFeature",0,"RP24-558H21.3",NA
"2030","chr3",8736225,8736625,401,"*","chr3_8736225_8736625","X41558","ENSMUSG00000103346",8732870,8736360,3491,"-",0,"overlapStart",0,"RP24-558H21.4",NA
"2031","chr3",9061234,9061634,401,"*","chr3_9061234_9061634","X41571","ENSMUSG00000103116",9061964,9071074,9111,"+",329,"upstream",329,"RP23-241J7.1","75149"
"2032","chr3",9756144,9756544,401,"*","chr3_9756144_9756544","X41613","ENSMUSG00000089794",9757607,9786142,28536,"+",1062,"upstream",1062,"Gm16337",NA
"2033","chr3",10086467,10086867,401,"*","chr3_10086467_10086867","X41637","ENSMUSG00000049230",10088110,10092565,4456,"+",1242,"upstream",1242,"Gm9833","100041480"
"2034","chr3",10300822,10301222,401,"*","chr3_10300822_10301222","X41650","ENSMUSG00000027530",10244209,10301183,56975,"-",0,"overlapStart",0,"Fabp12","75497"
"2035","chr3",10366880,10367280,401,"*","chr3_10366880_10367280","X41652","ENSMUSG00000027536",10366907,10428856,61950,"+",0,"overlapStart",0,"Chmp4c","66371"
"2036","chr3",10756305,10756705,401,"*","chr3_10756305_10756705","X41665","ENSMUSG00000104185",10753918,10754428,511,"-",1876,"upstream",1876,"RP24-384A12.2","100417569"
"2037","chr3",12975271,12975671,401,"*","chr3_12975271_12975671","X41719","ENSMUSG00000103735",12975359,12975701,343,"+",0,"overlapStart",0,"RP23-187F18.1",NA
"2038","chr3",14628974,14629374,401,"*","chr3_14628974_14629374","X41754","ENSMUSG00000104249",14628952,14629240,289,"-",0,"overlapStart",0,"RP24-251F16.6",NA
"2039","chr3",14863053,14863453,401,"*","chr3_14863053_14863453","X41759","ENSMUSG00000027559",14863512,14872523,9012,"+",58,"upstream",58,"Car3","12350"
"2040","chr3",16013517,16013917,401,"*","chr3_16013517_16013917","X41785","ENSMUSG00000094598",16013818,16013927,110,"+",0,"overlapStart",0,"Gm24694",NA
"2041","chr3",16077924,16078324,401,"*","chr3_16077924_16078324","X41790","ENSMUSG00000103535",16078150,16078324,175,"-",0,"includeFeature",0,"RP23-122I23.1",NA
"2042","chr3",18008622,18009022,401,"*","chr3_18008622_18009022","X41840","ENSMUSG00000082896",18008806,18010996,2191,"+",0,"overlapStart",0,"Gm5844",NA
"2043","chr3",18612248,18612648,401,"*","chr3_18612248_18612648","X41853","ENSMUSG00000104091",18609808,18610831,1024,"-",1416,"upstream",1416,"RP23-427B4.1",NA
"2044","chr3",19584598,19584998,401,"*","chr3_19584598_19584998","X41885","ENSMUSG00000084339",19584791,19585538,748,"+",0,"overlapStart",0,"Gm6141","620290"
"2045","chr3",19696990,19697390,401,"*","chr3_19696990_19697390","X41889","ENSMUSG00000049796",19693401,19695396,1996,"-",1593,"upstream",1593,"Crh","12918"
"2046","chr3",20224152,20224552,401,"*","chr3_20224152_20224552","X41911","ENSMUSG00000099105",20222290,20222359,70,"-",1792,"upstream",1792,"Mir7007","102465609"
"2047","chr3",22524955,22525355,401,"*","chr3_22524955_22525355","X41963","ENSMUSG00000103801",22525238,22526007,770,"+",0,"overlapStart",0,"RP24-271A4.1",NA
"2048","chr3",25184782,25185182,401,"*","chr3_25184782_25185182","X42006","ENSMUSG00000102855",25184800,25184979,180,"-",0,"includeFeature",0,"RP24-117N14.4",NA
"2049","chr3",25731238,25731638,401,"*","chr3_25731238_25731638","X42014","ENSMUSG00000104295",25731243,25731696,454,"+",0,"overlapStart",0,"RP24-66E21.8",NA
"2050","chr3",27153379,27153779,401,"*","chr3_27153379_27153779","X42040","ENSMUSG00000097584",27154026,27157019,2994,"+",246,"upstream",246,"1700125G22Rik","76657"
"2051","chr3",28695915,28696315,401,"*","chr3_28695915_28696315","X42105","ENSMUSG00000027690",28697903,28728363,30461,"+",1587,"upstream",1587,"Slc2a2","20526"
"2052","chr3",28877496,28877896,401,"*","chr3_28877496_28877896","X42111","ENSMUSG00000102482",28879812,28883458,3647,"+",1915,"upstream",1915,"RP24-339P17.3",NA
"2053","chr3",30276164,30276564,401,"*","chr3_30276164_30276564","X42141","ENSMUSG00000103870",30272322,30274385,2064,"-",1778,"upstream",1778,"RP23-95I4.2",NA
"2054","chr3",30549385,30549785,401,"*","chr3_30549385_30549785","X42165","ENSMUSG00000027684",29951296,30548008,596713,"-",1376,"upstream",1376,"Mecom","14013"
"2055","chr3",30562726,30563126,401,"*","chr3_30562726_30563126","X42167","ENSMUSG00000104243",30561658,30562129,472,"-",596,"upstream",596,"RP24-120B18.1",NA
"2056","chr3",30647540,30647940,401,"*","chr3_30647540_30647940","X42169","ENSMUSG00000027702",30624267,30647869,23603,"-",0,"overlapStart",0,"Lrrc34","71827"
"2057","chr3",32373308,32373708,401,"*","chr3_32373308_32373708","X42239","ENSMUSG00000102825",32371578,32372989,1412,"-",318,"upstream",318,"RP23-237L12.1",NA
"2058","chr3",32492694,32493094,401,"*","chr3_32492694_32493094","X42246","ENSMUSG00000091091",32471588,32492231,20644,"-",462,"upstream",462,"Kcnmb3","100502876"
"2059","chr3",32705399,32705799,401,"*","chr3_32705399_32705799","X42256","ENSMUSG00000027671",32706298,32726973,20676,"+",498,"upstream",498,"Actl6a","56456"
"2060","chr3",32937627,32938027,401,"*","chr3_32937627_32938027","X42269","ENSMUSG00000104283",32939314,32983301,43988,"+",1286,"upstream",1286,"RP24-324H23.3",NA
"2061","chr3",33282323,33282723,401,"*","chr3_33282323_33282723","X42271","ENSMUSG00000104384",33283118,33285647,2530,"+",394,"upstream",394,"RP24-130I14.2",NA
"2062","chr3",33621583,33621983,401,"*","chr3_33621583_33621983","X42279","ENSMUSG00000103423",33621608,33622403,796,"+",0,"overlapStart",0,"RP23-349K2.1","545512"
"2063","chr3",34322537,34322937,401,"*","chr3_34322537_34322937","X42304","ENSMUSG00000092196",34298518,34322289,23772,"-",247,"upstream",247,"Gm20446","102638008"
"2064","chr3",34323704,34324104,401,"*","chr3_34323704_34324104","X42305","ENSMUSG00000092196",34298518,34322289,23772,"-",1414,"upstream",1414,"Gm20446","102638008"
"2065","chr3",34560264,34560664,401,"*","chr3_34560264_34560664","X42320","ENSMUSG00000098795",34560340,34560553,214,"+",0,"includeFeature",0,"Gm27403",NA
"2066","chr3",34560264,34560664,401,"*","chr3_34560264_34560664","X42320","ENSMUSG00000098605",34560716,34560782,67,"+",51,"upstream",51,"Gm27294",NA
"2067","chr3",34637101,34637501,401,"*","chr3_34637101_34637501","X42327","ENSMUSG00000084530",34638368,34638639,272,"+",866,"upstream",866,"Mir1897",NA
"2068","chr3",34648889,34649289,401,"*","chr3_34648889_34649289","X42329","ENSMUSG00000074637",34650005,34652461,2457,"+",715,"upstream",715,"Sox2","20674"
"2069","chr3",34650798,34651198,401,"*","chr3_34650798_34651198","X42330","ENSMUSG00000098254",34653178,34653285,108,"+",1979,"upstream",1979,"Gm27611",NA
"2070","chr3",36053451,36053851,401,"*","chr3_36053451_36053851","X42395","ENSMUSG00000047696",36010660,36053532,42873,"-",0,"overlapStart",0,"Ccdc144b","241943"
"2071","chr3",36522891,36523291,401,"*","chr3_36522891_36523291","X42412","ENSMUSG00000085007",36515057,36521813,6757,"-",1077,"upstream",1077,"Gm11549","100503068"
"2072","chr3",36824719,36825119,401,"*","chr3_36824719_36825119","X42423","ENSMUSG00000084027",36824352,36824958,607,"-",0,"overlapStart",0,"Gm12376","100417988"
"2073","chr3",36860955,36861355,401,"*","chr3_36860955_36861355","X42425","ENSMUSG00000037270",36863106,37053033,189928,"+",1750,"upstream",1750,"4932438A13Rik","229227"
"2074","chr3",37063278,37063678,401,"*","chr3_37063278_37063678","X42428","ENSMUSG00000027719",37063527,37121924,58398,"+",0,"overlapStart",0,"Adad1","21744"
"2075","chr3",37201467,37201867,401,"*","chr3_37201467_37201867","X42436","ENSMUSG00000081634",37199979,37200979,1001,"-",487,"upstream",487,"Gm13621",NA
"2076","chr3",37229757,37230157,401,"*","chr3_37229757_37230157","X42438","ENSMUSG00000086517",37231333,37232469,1137,"+",1175,"upstream",1175,"Gm12534",NA
"2077","chr3",37257658,37258058,401,"*","chr3_37257658_37258058","X42440","ENSMUSG00000094007",37256784,37256893,110,"-",764,"upstream",764,"Gm24169",NA
"2078","chr3",37556404,37556804,401,"*","chr3_37556404_37556804","X42451","ENSMUSG00000080723",37556183,37556503,321,"-",0,"overlapStart",0,"Gm12564",NA
"2079","chr3",37960695,37961095,401,"*","chr3_37960695_37961095","X42476","ENSMUSG00000087457",37959612,37960087,476,"-",607,"upstream",607,"Gm7799",NA
"2080","chr3",38558513,38558913,401,"*","chr3_38558513_38558913","X42503","ENSMUSG00000076385",38558109,38558214,106,"-",298,"upstream",298,"Gm24462",NA
"2081","chr3",39358855,39359255,401,"*","chr3_39358855_39359255","X42529","ENSMUSG00000050533",39357394,39359128,1735,"-",0,"overlapStart",0,"Gm9845",NA
"2082","chr3",40708797,40709197,401,"*","chr3_40708797_40709197","X42569","ENSMUSG00000069041",40708855,40725593,16739,"+",0,"overlapStart",0,"Slc25a31","73333"
"2083","chr3",44718242,44718642,401,"*","chr3_44718242_44718642","X42648","ENSMUSG00000103353",44718132,44718513,382,"-",0,"overlapStart",0,"RP24-110K11.2",NA
"2084","chr3",45439739,45440139,401,"*","chr3_45439739_45440139","X42659","ENSMUSG00000100799",45416584,45439310,22727,"-",428,"upstream",428,"1700027H10Rik","72274"
"2085","chr3",47051506,47051906,401,"*","chr3_47051506_47051906","X42674","ENSMUSG00000072387",47050382,47051639,1258,"-",0,"overlapStart",0,"Gm10356",NA
"2086","chr3",48078270,48078670,401,"*","chr3_48078270_48078670","X42700","ENSMUSG00000104110",48078341,48078449,109,"+",0,"includeFeature",0,"RP24-174C13.1",NA
"2087","chr3",50443263,50443663,401,"*","chr3_50443263_50443663","X42754","ENSMUSG00000027737",49892526,50443614,551089,"-",0,"overlapStart",0,"Slc7a11","26570"
"2088","chr3",51402910,51403310,401,"*","chr3_51402910_51403310","X42788","ENSMUSG00000104241",51402844,51403162,319,"-",0,"overlapStart",0,"RP23-403H2.3",NA
"2089","chr3",51636677,51637077,401,"*","chr3_51636677_51637077","X42797","ENSMUSG00000104166",51636496,51636928,433,"-",0,"overlapStart",0,"RP24-511H12.7",NA
"2090","chr3",51831111,51831511,401,"*","chr3_51831111_51831511","X42805","ENSMUSG00000103284",51829385,51830405,1021,"-",705,"upstream",705,"RP23-346I1.4",NA
"2091","chr3",51888775,51889175,401,"*","chr3_51888775_51889175","X42809","ENSMUSG00000102786",51884276,51886891,2616,"-",1883,"upstream",1883,"RP24-378J8.1",NA
"2092","chr3",51910791,51911191,401,"*","chr3_51910791_51911191","X42811","ENSMUSG00000103701",51906986,51908816,1831,"-",1974,"upstream",1974,"RP23-175G2.3",NA
"2093","chr3",51980694,51981094,401,"*","chr3_51980694_51981094","X42815","ENSMUSG00000104161",51980941,51990075,9135,"+",0,"overlapStart",0,"RP23-175G2.1",NA
"2094","chr3",52073794,52074194,401,"*","chr3_52073794_52074194","X42821","ENSMUSG00000102808",52071589,52073387,1799,"-",406,"upstream",406,"RP23-380F8.1",NA
"2095","chr3",52269714,52270114,401,"*","chr3_52269714_52270114","X42836","ENSMUSG00000092405",52268435,52269435,1001,"-",278,"upstream",278,"Gm20402",NA
"2096","chr3",53041484,53041884,401,"*","chr3_53041484_53041884","X42883","ENSMUSG00000048332",53041528,53261679,220152,"+",0,"overlapStart",0,"Lhfp","108927"
"2097","chr3",53450923,53451323,401,"*","chr3_53450923_53451323","X42899","ENSMUSG00000085174",53452619,53457797,5179,"+",1295,"upstream",1295,"Gm16206","102632669"
"2098","chr3",53842279,53842679,401,"*","chr3_53842279_53842679","X42915","ENSMUSG00000088653",53843407,53843509,103,"+",727,"upstream",727,"Gm24851","115489799"
"2099","chr3",54360864,54361264,401,"*","chr3_54360864_54361264","X42923","ENSMUSG00000027750",54361109,54391034,29926,"+",0,"overlapStart",0,"Postn","50706"
"2100","chr3",54811032,54811432,401,"*","chr3_54811032_54811432","X42937","ENSMUSG00000069011",54810564,54811250,687,"-",0,"overlapStart",0,"Gm10254",NA
"2101","chr3",55780410,55780810,401,"*","chr3_55780410_55780810","X42960","ENSMUSG00000056947",55782510,55785285,2776,"+",1699,"upstream",1699,"Mab21l1","17116"
"2102","chr3",57423697,57424097,401,"*","chr3_57423697_57424097","X42980","ENSMUSG00000027801",57425314,57441677,16364,"+",1216,"upstream",1216,"Tm4sf4","229302"
"2103","chr3",57527861,57528261,401,"*","chr3_57527861_57528261","X42987","ENSMUSG00000083538",57528232,57528781,550,"+",0,"overlapStart",0,"Gm16016","115489687"
"2104","chr3",57576171,57576571,401,"*","chr3_57576171_57576571","X42990","ENSMUSG00000027803",57455649,57575910,120262,"-",260,"upstream",260,"Wwtr1","97064"
"2105","chr3",58165755,58166155,401,"*","chr3_58165755_58166155","X43002","ENSMUSG00000100666",58141707,58163807,22101,"-",1947,"upstream",1947,"1700007F19Rik","67850"
"2106","chr3",58814157,58814557,401,"*","chr3_58814157_58814557","X43018","ENSMUSG00000101860",58788407,58812754,24348,"-",1402,"upstream",1402,"Fam188b2","100040293"
"2107","chr3",59181168,59181568,401,"*","chr3_59181168_59181568","X43027","ENSMUSG00000051431",59179006,59180085,1080,"-",1082,"upstream",1082,"Gpr87","84111"
"2108","chr3",59264830,59265230,401,"*","chr3_59264830_59265230","X43030","ENSMUSG00000036353",59216271,59262831,46561,"-",1998,"upstream",1998,"P2ry12","70839"
"2109","chr3",59430078,59430478,401,"*","chr3_59430078_59430478","X43032","ENSMUSG00000102550",59431537,59433348,1812,"+",1058,"upstream",1058,"RP23-241H7.1","666756"
"2110","chr3",59431294,59431694,401,"*","chr3_59431294_59431694","X43033","ENSMUSG00000102550",59431537,59433348,1812,"+",0,"overlapStart",0,"RP23-241H7.1","666756"
"2111","chr3",59661721,59662121,401,"*","chr3_59661721_59662121","X43036","ENSMUSG00000102480",59662858,59665281,2424,"+",736,"upstream",736,"RP24-161I8.1",NA
"2112","chr3",59736684,59737084,401,"*","chr3_59736684_59737084","X43040","ENSMUSG00000104471",59736746,59736859,114,"-",0,"includeFeature",0,"RP23-174P13.2",NA
"2113","chr3",59767060,59767460,401,"*","chr3_59767060_59767460","X43043","ENSMUSG00000103986",59767275,59768240,966,"+",0,"overlapStart",0,"RP23-174P13.4",NA
"2114","chr3",59783369,59783769,401,"*","chr3_59783369_59783769","X43044","ENSMUSG00000102757",59783289,59783688,400,"-",0,"overlapStart",0,"RP23-174P13.5","100040407"
"2115","chr3",60876898,60877298,401,"*","chr3_60876898_60877298","X43054","ENSMUSG00000027694",60877014,60877587,574,"+",0,"overlapStart",0,"Gm8325",NA
"2116","chr3",61002593,61002993,401,"*","chr3_61002593_61002993","X43055","ENSMUSG00000027765",61002795,61008982,6188,"+",0,"overlapStart",0,"P2ry1","18441"
"2117","chr3",62923974,62924374,401,"*","chr3_62923974_62924374","X43089","ENSMUSG00000063001",62923807,62924233,427,"-",0,"overlapStart",0,"Rps23-ps1","676984"
"2118","chr3",64318968,64319368,401,"*","chr3_64318968_64319368","X43130","ENSMUSG00000088735",64318407,64318564,158,"-",403,"upstream",403,"Gm23897","115489853"
"2119","chr3",65349887,65350287,401,"*","chr3_65349887_65350287","X43142","ENSMUSG00000090120",65324776,65349429,24654,"-",457,"upstream",457,"A730090N16Rik",NA
"2120","chr3",65394121,65394521,401,"*","chr3_65394121_65394521","X43144","ENSMUSG00000027828",65379655,65392623,12969,"-",1497,"upstream",1497,"Ssr3","67437"
