JLDY037E	JLDY037F	JLDY037G	JLDY037I	JLDY037J	JLDY037K
chr16_93323282_93323682	13	24	18	25	12	22
chr16_93330032_93330432	19	23	17	22	22	20
chr16_93355068_93355468	8	33	17	24	16	11
chr16_93366873_93367273	20	26	17	29	9	14
chr16_93378709_93379109	18	20	9	23	16	12
chr16_93387555_93387955	12	23	10	24	17	11
chr16_93423247_93423647	24	21	17	13	14	20
chr16_93438262_93438662	17	22	12	20	17	13
chr16_93440665_93441065	12	24	19	15	9	12
chr16_93452408_93452808	24	34	18	35	20	32
chr16_93489519_93489919	18	20	16	22	22	17
chr16_93512502_93512902	9	18	9	18	11	16
chr16_93517854_93518254	12	18	14	22	10	8
chr16_93524846_93525246	12	23	16	23	6	11
chr16_93532825_93533225	16	26	9	31	11	8
chr16_93557487_93557887	18	27	11	27	9	14
chr16_93574567_93574967	28	19	17	25	15	15
chr16_93579732_93580132	23	15	15	28	17	14
chr16_93628033_93628433	15	24	8	20	12	17
chr16_93653028_93653428	15	24	14	24	13	16
chr16_93676339_93676739	11	20	3	17	10	16
chr16_93683939_93684339	13	28	10	22	9	11
chr16_93717617_93718017	14	23	19	24	12	15
chr16_93851949_93852349	20	19	15	24	15	16
chr16_93919531_93919931	26	24	10	44	22	32
chr16_93940921_93941321	17	34	18	32	24	31
chr16_93941855_93942255	23	17	15	16	11	21
chr16_93963340_93963740	12	21	11	28	18	19
chr16_93990160_93990560	14	32	19	25	21	19
chr16_94001476_94001876	16	14	20	15	10	18
chr16_94030344_94030744	23	21	15	27	21	18
chr16_94033400_94033800	4	13	22	23	9	12
chr16_94039035_94039435	20	32	16	30	16	20
chr16_94052816_94053216	15	25	10	23	7	12
chr16_94070012_94070412	18	35	16	39	19	25
chr16_94103618_94104018	29	25	22	26	22	29
chr16_94156480_94156880	22	34	12	35	11	23
chr16_94200856_94201256	32	30	15	30	18	19
chr16_94202902_94203302	35	28	15	33	18	12
chr16_94216124_94216524	30	39	14	33	16	15
chr16_94255394_94255794	15	19	17	13	13	8
chr16_94256858_94257258	17	23	8	24	21	16
chr16_94283311_94283711	17	22	15	23	21	22
chr16_94296878_94297278	14	26	19	17	12	24
chr16_94302709_94303109	12	25	5	23	16	9
chr16_94308845_94309245	14	19	9	18	17	16
chr16_94316877_94317277	22	18	19	14	14	9
chr16_94325097_94325497	23	22	19	23	18	17
chr16_94329430_94329830	17	31	10	33	19	18
chr16_94467427_94467827	12	24	8	10	14	14
chr16_94504871_94505271	12	24	18	22	11	17
chr16_94534731_94535131	17	19	16	25	20	19
chr16_94542812_94543212	12	18	8	25	19	18
chr16_94627798_94628198	4	11	6	15	8	14
chr16_94714591_94714991	16	14	16	27	17	15
chr16_94801185_94801585	11	27	14	26	20	15
chr16_94817922_94818322	12	26	19	21	14	11
chr16_94828301_94828701	19	12	10	21	5	5
chr16_94858689_94859089	9	12	8	22	12	19
chr16_94884508_94884908	11	20	13	24	12	5
chr16_94944758_94945158	16	22	14	19	15	10
chr16_94979016_94979416	13	11	12	32	17	14
chr16_94982185_94982585	19	23	12	24	7	14
chr16_94997232_94997632	20	7	3	20	6	11
chr16_95040135_95040535	4	22	9	12	12	15
chr16_95071239_95071639	22	19	20	26	26	18
chr16_95077158_95077558	15	11	16	18	8	12
chr16_95093866_95094266	12	13	5	16	8	18
chr16_95119238_95119638	26	22	14	14	14	22
chr16_95127225_95127625	24	23	17	23	21	18
chr16_95166541_95166941	19	21	14	29	14	17
chr16_95173100_95173500	13	24	15	21	8	16
chr16_95185360_95185760	14	19	13	25	14	18
chr16_95188797_95189197	10	15	13	18	5	7
chr16_95194387_95194787	19	22	11	39	14	14
chr16_95206637_95207037	14	19	15	17	14	21
chr16_95216691_95217091	23	20	21	19	11	33
chr16_95237463_95237863	24	14	16	25	11	14
chr16_95244993_95245393	19	32	12	25	21	19
chr16_95280984_95281384	23	21	6	24	19	12
chr16_95291915_95292315	13	28	14	25	20	17
chr16_95296169_95296569	16	22	9	24	20	19
chr16_95310038_95310438	11	18	7	28	12	18
chr16_95319646_95320046	11	16	5	14	5	17
chr16_95337518_95337918	23	24	11	23	15	15
chr16_95338757_95339157	15	34	20	23	14	21
chr16_95360788_95361188	20	23	18	25	21	17
chr16_95367007_95367407	12	24	20	35	8	11
chr16_95376291_95376691	15	27	13	35	20	20
chr16_95396941_95397341	19	28	10	24	16	11
chr16_95411237_95411637	12	23	18	19	13	15
chr16_95430181_95430581	17	29	12	24	21	18
chr16_95466013_95466413	20	23	21	24	11	9
chr16_95486909_95487309	15	22	21	18	13	15
chr16_95519495_95519895	7	20	8	17	6	6
chr16_95524035_95524435	12	24	11	27	11	19
chr16_95527495_95527895	17	20	8	21	13	16
chr16_95556232_95556632	24	24	16	18	20	8
chr16_95561492_95561892	14	21	11	24	16	20
chr16_95569800_95570200	18	24	20	25	29	26
chr16_95580804_95581204	16	27	17	19	13	11
chr16_95606431_95606831	18	25	15	25	10	8
chr16_95618383_95618783	18	28	10	22	10	19
chr16_95627931_95628331	14	24	19	26	18	22
chr16_95652027_95652427	21	19	12	32	18	19
chr16_95672071_95672471	19	29	16	38	28	20
chr16_95699357_95699757	20	21	15	24	13	22
chr16_95711853_95712253	11	17	5	26	19	18
chr16_95751327_95751727	6	13	7	15	7	16
chr16_95761815_95762215	14	13	15	22	20	10
chr16_95794048_95794448	21	18	17	24	16	17
chr16_95809194_95809594	11	35	15	25	16	9
chr16_95822124_95822524	15	29	19	24	25	14
chr16_95851094_95851494	10	15	3	19	7	14
chr16_95869839_95870239	17	22	22	24	9	14
chr16_95885646_95886046	14	24	15	23	15	14
chr16_95893056_95893456	13	21	11	16	11	15
chr16_95905846_95906246	9	16	11	21	11	18
chr16_95913883_95914283	14	24	9	29	6	10
chr16_95916704_95917104	26	29	18	29	19	18
chr16_95929865_95930265	15	27	11	38	31	14
chr16_95944324_95944724	22	35	17	32	14	33
chr16_95948744_95949144	17	22	19	26	13	19
chr16_95971806_95972206	8	14	12	17	18	17
chr16_95979415_95979815	12	27	17	15	16	24
chr16_96088007_96088407	12	20	9	26	16	15
chr16_96097216_96097616	27	9	21	32	10	12
chr16_96136139_96136539	15	25	19	28	10	15
chr16_96147952_96148352	14	33	21	26	12	9
chr16_96174173_96174573	16	25	19	33	20	16
chr16_96195300_96195700	10	19	14	20	11	11
chr16_96212953_96213353	14	18	12	29	16	15
chr16_96221350_96221750	15	24	18	38	19	23
chr16_96244113_96244513	24	15	8	27	8	8
chr16_96272985_96273385	20	24	15	28	18	15
chr16_96278637_96279037	19	27	19	29	18	21
chr16_96315720_96316120	17	20	8	21	24	12
chr16_96330882_96331282	16	28	22	29	10	21
chr16_96342795_96343195	5	17	16	14	11	19
chr16_96348869_96349269	18	17	9	31	19	15
chr16_96353496_96353896	15	25	21	31	22	20
chr16_96361336_96361736	24	24	21	25	22	21
chr16_96370735_96371135	14	23	7	24	17	24
chr16_96372783_96373183	11	25	26	26	13	17
chr16_96381558_96381958	10	23	9	19	13	14
chr16_96386219_96386619	14	18	14	20	3	7
chr16_96393022_96393422	8	20	11	14	8	12
chr16_96399307_96399707	14	25	12	24	16	21
chr16_96415166_96415566	14	11	13	35	20	15
chr16_96416042_96416442	18	20	21	12	7	3
chr16_96427430_96427830	17	26	9	20	21	22
chr16_96443290_96443690	23	26	14	22	21	25
chr16_96457317_96457717	13	21	11	21	7	13
chr16_96475387_96475787	10	14	18	21	8	11
chr16_96505015_96505415	20	27	11	24	20	15
chr16_96533617_96534017	19	12	10	20	14	15
chr16_96545527_96545927	15	11	4	17	5	16
chr16_96593000_96593400	13	25	8	25	5	10
chr16_96597940_96598340	20	28	10	22	16	10
chr16_96632247_96632647	18	18	16	18	8	14
chr16_96646795_96647195	9	15	11	18	5	14
chr16_96669455_96669855	11	11	20	26	12	16
chr16_96673323_96673723	12	24	10	22	8	13
chr16_96685092_96685492	6	18	8	17	7	16
chr16_96693670_96694070	16	8	13	10	9	10
chr16_96725468_96725868	14	22	7	17	6	15
chr16_96750391_96750791	11	20	6	17	9	9
chr16_96758486_96758886	6	16	13	18	9	3
chr16_96761388_96761788	14	16	9	25	15	18
chr16_96820565_96820965	11	18	17	19	14	15
chr16_96953420_96953820	12	15	15	17	8	11
chr16_97165327_97165727	21	18	9	21	5	11
chr16_97167186_97167586	14	22	9	16	16	21
chr16_97250292_97250692	9	26	10	20	13	16
chr16_97263442_97263842	17	25	7	16	5	18
chr16_97281731_97282131	9	14	15	19	8	16
chr16_97292230_97292630	12	21	8	26	8	6
chr16_97311663_97312063	8	25	8	21	8	7
chr16_97313698_97314098	24	18	15	20	11	19
chr16_97342684_97343084	10	15	11	18	8	17
chr16_97352166_97352566	11	13	8	35	15	16
chr16_97364452_97364852	6	24	15	18	13	8
chr16_97401450_97401850	19	19	5	10	5	5
chr16_97436617_97437017	3	18	11	19	13	13
chr16_97462864_97463264	22	25	10	25	16	19
chr16_97493787_97494187	15	22	13	24	13	6
chr16_97512249_97512649	21	36	27	21	23	33
chr16_97560297_97560697	17	23	16	27	19	14
chr16_97572665_97573065	13	31	10	26	21	22
chr16_97574745_97575145	23	27	15	27	14	9
chr16_97585113_97585513	14	15	15	27	9	16
chr16_97591040_97591440	21	20	19	21	17	19
chr16_97632903_97633303	21	21	11	18	10	19
chr16_97640419_97640819	27	26	16	24	15	12
chr16_97646742_97647142	18	36	22	29	22	16
chr16_97666344_97666744	18	29	12	30	12	15
chr16_97674634_97675034	11	15	10	20	16	26
chr16_97697822_97698222	16	19	17	17	3	15
chr16_97721789_97722189	16	29	18	35	14	21
chr16_97743479_97743879	19	27	15	33	27	33
chr16_97751622_97752022	11	31	10	42	18	18
chr16_97761721_97762121	18	33	17	23	7	29
chr16_97832904_97833304	18	24	11	26	16	16
chr16_97845831_97846231	13	20	13	21	8	12
chr16_97868445_97868845	18	29	10	18	8	14
chr16_97870139_97870539	12	22	8	22	10	13
chr16_97950430_97950830	21	28	12	37	20	13
chr16_97976654_97977054	9	27	5	16	20	11
chr16_97989407_97989807	12	25	5	16	8	7
chr17_3044490_3044890	8	28	14	22	13	11
chr17_3049990_3050390	17	16	12	20	21	12
chr17_3056591_3056991	14	24	14	21	11	17
chr17_3101097_3101497	10	16	17	22	18	20
chr17_3102494_3102894	16	25	8	25	11	17
chr17_3227990_3228390	16	10	7	17	17	6
chr17_3230657_3231057	14	13	13	14	16	17
chr17_3268003_3268403	14	20	15	23	25	15
chr17_3299568_3299968	18	24	24	22	11	19
chr17_3308047_3308447	9	24	5	30	5	12
chr17_3316513_3316913	15	23	10	15	9	15
chr17_3326455_3326855	7	13	6	25	6	10
chr17_3343498_3343898	15	14	18	18	10	5
chr17_3346178_3346578	11	18	12	22	5	19
chr17_3352789_3353189	11	26	6	23	12	10
chr17_3362561_3362961	8	15	8	18	13	14
chr17_3414555_3414955	22	16	22	31	14	15
chr17_3421410_3421810	18	26	14	26	9	10
chr17_3430211_3430611	13	23	11	22	16	16
chr17_3461961_3462361	17	17	22	26	11	16
chr17_3531120_3531520	19	24	10	17	13	9
chr17_3532256_3532656	20	26	17	21	20	15
chr17_3585317_3585717	21	23	10	29	13	7
chr17_3590743_3591143	10	14	2	18	14	7
chr17_3625635_3626035	12	26	17	29	23	11
chr17_3659539_3659939	29	29	17	32	19	23
chr17_3666233_3666633	11	15	8	20	5	18
chr17_3675611_3676011	15	22	10	18	9	14
chr17_3900698_3901098	4	15	7	19	3	8
chr17_3995978_3996378	16	22	17	27	14	12
chr17_4059979_4060379	10	23	9	23	13	10
chr17_4199870_4200270	10	22	11	18	14	12
chr17_4285663_4286063	18	22	13	24	18	14
chr17_4348206_4348606	16	30	16	19	15	13
chr17_4367167_4367567	15	21	11	20	9	11
chr17_4398613_4399013	13	22	14	17	15	10
chr17_4399712_4400112	26	29	13	16	12	17
chr17_4403872_4404272	10	20	8	20	13	12
chr17_4442903_4443303	8	6	10	12	18	19
chr17_4504054_4504454	14	24	8	18	10	8
chr17_4541930_4542330	11	22	9	18	11	6
chr17_4581901_4582301	13	15	10	25	16	12
chr17_4592604_4593004	15	10	17	19	10	16
chr17_4599252_4599652	13	19	6	13	10	19
chr17_4676653_4677053	12	28	19	16	15	12
chr17_4730715_4731115	9	30	16	25	12	24
chr17_4738846_4739246	19	33	19	24	26	27
chr17_4771326_4771726	15	21	9	17	10	13
chr17_4785635_4786035	11	22	13	23	14	14
chr17_4807466_4807866	10	19	8	17	11	7
chr17_4815283_4815683	15	25	18	26	21	22
chr17_4840489_4840889	10	22	4	17	2	15
chr17_4854142_4854542	14	15	13	21	13	20
chr17_4880509_4880909	19	18	18	24	10	21
chr17_4921197_4921597	12	18	19	28	16	15
chr17_4946627_4947027	10	11	9	19	17	9
chr17_4985497_4985897	15	23	12	20	14	18
chr17_4991549_4991949	12	20	13	19	15	18
chr17_5027732_5028132	13	16	9	21	8	21
chr17_5039568_5039968	17	30	9	28	15	15
chr17_5052861_5053261	24	25	16	35	24	17
chr17_5091704_5092104	18	24	14	24	20	17
chr17_5216924_5217324	14	22	4	16	15	9
chr17_5229732_5230132	17	21	13	33	8	13
chr17_5264593_5264993	10	23	10	24	5	9
chr17_5288858_5289258	15	27	16	29	15	23
chr17_5311711_5312111	17	9	14	31	17	15
chr17_5341994_5342394	25	24	16	27	13	23
chr17_5404620_5405020	17	19	17	25	18	16
chr17_5412106_5412506	21	27	14	17	21	20
chr17_5414059_5414459	10	23	10	23	8	9
chr17_5422637_5423037	25	16	14	23	13	22
chr17_5448371_5448771	13	22	9	26	14	14
chr17_5454638_5455038	12	29	7	23	16	14
chr17_5481809_5482209	19	27	26	29	17	10
chr17_5487821_5488221	18	18	16	25	21	23
chr17_5505476_5505876	12	18	7	24	10	9
chr17_5510742_5511142	14	21	21	23	24	11
chr17_5515743_5516143	16	16	20	23	17	9
chr17_5527129_5527529	21	23	15	20	7	11
chr17_5566502_5566902	8	19	13	26	7	6
chr17_5583910_5584310	11	22	9	18	12	9
chr17_5596554_5596954	14	24	8	20	10	18
chr17_5601990_5602390	21	12	16	19	12	6
chr17_5614818_5615218	13	30	20	23	5	14
chr17_5621547_5621947	10	15	15	12	14	10
chr17_5633472_5633872	9	23	9	21	15	12
chr17_5639223_5639623	12	32	20	20	9	12
chr17_5659658_5660058	7	16	12	27	14	16
chr17_5680409_5680809	18	36	25	27	17	10
chr17_5709965_5710365	17	28	14	27	15	15
chr17_5720273_5720673	20	28	16	34	21	26
chr17_5741239_5741639	11	13	13	19	19	9
chr17_5742328_5742728	11	20	15	22	6	11
chr17_5781102_5781502	6	14	14	20	18	29
chr17_5792434_5792834	16	19	12	24	9	15
chr17_5829988_5830388	10	13	11	14	14	16
chr17_5836918_5837318	13	22	13	16	7	8
chr17_5853946_5854346	14	20	11	27	10	21
chr17_5859476_5859876	18	35	22	23	11	13
chr17_5885527_5885927	17	43	16	29	16	27
chr17_5946873_5947273	21	28	19	24	20	16
chr17_5958842_5959242	12	15	14	26	19	9
chr17_6043749_6044149	15	18	12	23	9	5
chr17_6049333_6049733	17	25	11	30	10	11
chr17_6056159_6056559	17	23	10	24	14	9
chr17_6072865_6073265	20	26	10	25	18	21
chr17_6103669_6104069	18	16	17	23	17	17
chr17_6121432_6121832	25	22	14	35	20	16
chr17_6132678_6133078	7	15	5	21	16	6
chr17_6733296_6733696	22	27	19	32	19	29
chr17_6815630_6816030	7	24	14	32	14	21
chr17_6841417_6841817	9	12	12	27	18	17
chr17_6843359_6843759	11	20	6	25	24	20
chr17_7047091_7047491	21	34	11	27	17	20
chr17_7059026_7059426	16	18	14	16	9	9
chr17_7091967_7092367	25	40	22	28	25	22
chr17_7119791_7120191	17	24	3	10	4	12
chr17_7124398_7124798	13	12	4	19	11	19
chr17_7165073_7165473	22	36	14	27	19	17
chr17_7187092_7187492	14	24	8	29	18	16
chr17_7203312_7203712	22	24	10	19	11	18
chr17_7208680_7209080	13	25	8	26	18	8
chr17_7300226_7300626	21	25	22	24	17	22
chr17_7452762_7453162	10	20	19	18	8	19
chr17_7466812_7467212	24	28	13	25	18	19
chr17_7467791_7468191	10	20	11	24	10	9
chr17_7522955_7523355	19	26	16	34	24	17
chr17_7551419_7551819	15	16	8	19	11	16
chr17_7567276_7567676	18	13	19	26	12	20
chr17_7582939_7583339	15	24	19	12	17	18
chr17_7598572_7598972	11	19	16	19	14	8
chr17_7634218_7634618	16	16	17	21	6	13
chr17_7652107_7652507	24	25	13	24	9	21
chr17_7669724_7670124	7	22	14	23	10	12
chr17_7677610_7678010	17	28	8	35	17	12
chr17_7686999_7687399	17	27	11	23	16	18
chr17_7712075_7712475	10	11	18	20	14	18
chr17_7714108_7714508	20	25	12	25	11	18
chr17_7732193_7732593	17	23	11	18	7	10
chr17_7755829_7756229	23	32	15	27	17	21
chr17_7765012_7765412	18	20	7	22	7	15
chr17_7772448_7772848	20	32	19	31	19	28
chr17_7779814_7780214	22	24	19	22	15	16
chr17_7795736_7796136	17	18	24	34	26	23
chr17_7801225_7801625	13	39	14	27	16	21
chr17_7825078_7825478	11	19	12	24	19	16
chr17_7843009_7843409	13	16	10	25	15	14
chr17_7873731_7874131	22	26	15	31	22	18
chr17_7881730_7882130	23	27	16	35	16	25
chr17_7917167_7917567	19	37	18	30	13	28
chr17_7929540_7929940	9	22	13	27	11	15
chr17_7931269_7931669	11	24	13	28	12	16
chr17_8096044_8096444	5	8	14	18	11	8
chr17_8125491_8125891	12	12	19	18	20	18
chr17_8133042_8133442	15	24	16	29	25	21
chr17_8175123_8175523	7	20	11	24	11	11
chr17_8187267_8187667	10	24	15	19	18	10
chr17_8199284_8199684	21	23	11	27	12	8
chr17_8205221_8205621	14	16	16	24	21	17
chr17_8210995_8211395	4	30	15	20	10	16
chr17_8215377_8215777	13	12	12	29	13	22
chr17_8223842_8224242	12	17	9	24	11	15
chr17_8260699_8261099	16	25	20	31	28	19
chr17_8319706_8320106	17	31	15	22	11	18
chr17_8330784_8331184	12	26	15	25	15	10
chr17_8451387_8451787	11	23	9	21	15	16
chr17_8455108_8455508	10	19	11	27	16	20
chr17_8466723_8467123	13	37	12	29	18	19
chr17_8471501_8471901	16	26	18	34	8	19
chr17_8473330_8473730	8	14	13	20	9	12
chr17_8498314_8498714	22	26	20	21	12	23
chr17_8513580_8513980	11	19	6	27	16	12
chr17_8575244_8575644	18	15	12	23	15	19
chr17_8599619_8600019	13	28	8	17	11	12
chr17_8610679_8611079	17	25	11	24	15	21
chr17_8613464_8613864	14	19	13	31	21	11
chr17_8621998_8622398	20	21	11	15	18	23
chr17_8644886_8645286	12	16	19	24	12	6
chr17_8653619_8654019	20	25	8	30	17	25
chr17_8673729_8674129	10	21	6	12	8	18
chr17_8674744_8675144	13	20	9	26	11	9
chr17_8722468_8722868	10	21	7	24	12	12
chr17_8734463_8734863	17	20	9	25	6	20
chr17_8747166_8747566	11	19	7	19	7	11
chr17_8810085_8810485	15	30	17	26	9	13
chr17_8836585_8836985	12	29	13	23	24	17
chr17_8849712_8850112	21	26	17	20	10	10
chr17_8910256_8910656	13	24	10	19	17	15
chr17_8914041_8914441	15	18	12	25	15	16
chr17_8969899_8970299	18	27	16	26	10	9
chr17_8981193_8981593	21	29	11	24	21	14
chr17_9005366_9005766	19	36	16	23	11	22
chr17_9023286_9023686	18	12	9	23	16	19
chr17_9036095_9036495	4	21	13	29	13	11
chr17_9037075_9037475	10	28	15	29	11	17
chr17_9052360_9052760	13	26	6	21	10	14
chr17_9070688_9071088	11	30	5	23	7	5
chr17_9079094_9079494	10	19	11	26	7	15
chr17_9097730_9098130	5	17	20	24	12	10
chr17_9188385_9188785	10	17	8	17	17	20
chr17_9192287_9192687	10	18	14	22	13	18
chr17_9197502_9197902	20	16	22	29	8	17
chr17_9246043_9246443	12	21	19	16	14	14
chr17_9255722_9256122	14	28	12	26	15	14
chr17_9276216_9276616	7	19	3	19	8	10
chr17_9278758_9279158	14	28	12	22	14	21
chr17_9320496_9320896	11	21	17	26	17	14
chr17_9337785_9338185	19	20	11	10	11	10
chr17_9356233_9356633	12	20	12	22	9	17
chr17_9361848_9362248	19	24	10	17	8	16
chr17_9426242_9426642	23	23	19	24	13	19
chr17_9438595_9438995	9	22	10	19	8	9
chr17_9474056_9474456	8	17	15	13	14	8
chr17_9484757_9485157	11	14	19	21	12	16
chr17_9575870_9576270	8	17	9	16	12	10
chr17_9668002_9668402	17	30	9	25	19	21
chr17_9669378_9669778	24	30	16	28	16	20
chr17_9675096_9675496	14	18	12	18	17	17
chr17_9727294_9727694	7	12	4	16	18	7
chr17_9751749_9752149	16	23	14	22	11	19
chr17_9762457_9762857	11	16	20	24	14	12
chr17_9797235_9797635	16	21	8	24	13	10
chr17_9799648_9800048	21	13	24	30	15	19
chr17_9846631_9847031	14	23	14	22	15	10
chr17_9868588_9868988	20	21	16	30	15	17
chr17_9879921_9880321	27	32	18	27	18	16
chr17_9888290_9888690	22	34	14	32	12	24
chr17_9895475_9895875	19	28	21	33	14	7
chr17_9897663_9898063	11	14	11	27	12	18
chr17_9913588_9913988	8	10	17	13	12	8
chr17_9927916_9928316	7	19	14	14	6	7
chr17_9947472_9947872	16	12	16	26	10	5
chr17_9953271_9953671	10	21	19	23	21	16
chr17_9966838_9967238	11	23	13	33	10	15
chr17_9982721_9983121	20	16	18	28	16	16
chr17_10014610_10015010	20	35	18	31	22	18
chr17_10031130_10031530	16	24	8	17	21	10
chr17_10050291_10050691	15	25	18	33	14	19
chr17_10066825_10067225	12	17	14	26	18	15
chr17_10071178_10071578	9	18	12	17	14	10
chr17_10079962_10080362	6	17	13	27	15	14
chr17_10081932_10082332	9	23	21	24	16	15
chr17_10087399_10087799	17	19	11	27	7	16
chr17_10095958_10096358	11	18	10	18	11	13
chr17_10130219_10130619	14	23	15	23	15	13
chr17_10167883_10168283	17	37	15	42	20	19
chr17_10309226_10309626	22	16	18	21	13	20
chr17_10326668_10327068	18	18	21	19	18	30
chr17_10342063_10342463	21	12	11	24	7	13
chr17_10380706_10381106	29	29	16	32	22	23
chr17_10389577_10389977	15	28	22	27	18	27
chr17_10412202_10412602	23	19	13	24	15	11
chr17_10416895_10417295	10	12	10	16	10	16
chr17_10429381_10429781	26	24	15	34	26	27
chr17_10436353_10436753	17	34	22	23	15	14
chr17_10442065_10442465	17	33	10	29	18	18
chr17_10449856_10450256	22	29	27	25	10	27
chr17_10465114_10465514	12	21	13	29	11	18
chr17_10496243_10496643	22	26	10	28	20	9
chr17_10498396_10498796	14	24	14	13	8	10
chr17_10501187_10501587	9	18	11	26	10	25
chr17_10510774_10511174	13	26	15	15	10	10
chr17_10521193_10521593	16	27	15	24	15	20
chr17_10522667_10523067	10	34	14	31	21	12
chr17_10540645_10541045	20	38	13	26	15	14
chr17_10549551_10549951	14	24	18	27	13	17
chr17_10551057_10551457	21	19	16	28	13	15
chr17_10568104_10568504	19	20	18	21	12	12
chr17_10590711_10591111	18	29	19	21	17	14
chr17_10626240_10626640	13	18	14	34	17	17
chr17_10628000_10628400	19	27	15	33	21	10
chr17_10638800_10639200	22	19	14	13	13	14
chr17_10667354_10667754	17	29	18	23	19	20
chr17_10676369_10676769	17	19	15	17	13	11
chr17_10700819_10701219	16	27	11	24	12	8
chr17_10719571_10719971	13	11	15	17	6	19
chr17_10725894_10726294	6	11	13	28	18	7
chr17_10734315_10734715	18	18	11	16	16	13
chr17_10748843_10749243	13	17	15	22	13	18
chr17_10776641_10777041	15	39	9	37	20	15
chr17_10890173_10890573	19	18	22	21	11	15
chr17_10898756_10899156	18	28	17	30	7	21
chr17_10920975_10921375	5	28	9	20	8	15
chr17_10951071_10951471	6	20	8	20	15	18
chr17_11004459_11004859	12	13	17	20	7	11
chr17_11013736_11014136	11	22	20	19	13	7
chr17_11067825_11068225	10	17	10	28	13	19
chr17_11117438_11117838	12	18	29	27	19	12
chr17_11301588_11301988	16	11	10	16	3	15
chr17_11325008_11325408	6	20	5	23	7	9
chr17_11342338_11342738	10	19	14	25	10	16
chr17_11440815_11441215	7	16	14	18	15	17
chr17_11456629_11457029	17	24	12	27	9	16
chr17_11478537_11478937	9	19	9	21	11	11
chr17_11512574_11512974	11	22	10	17	18	16
chr17_11551140_11551540	12	24	12	23	14	12
chr17_11557595_11557995	16	17	12	20	17	11
chr17_11584211_11584611	7	19	20	14	9	11
chr17_11607970_11608370	22	24	22	25	25	13
chr17_11609695_11610095	19	23	12	21	14	18
chr17_11652309_11652709	7	11	15	15	5	9
chr17_11672929_11673329	11	17	19	20	10	14
chr17_11680807_11681207	7	21	13	26	7	9
chr17_11695323_11695723	16	21	5	17	15	17
chr17_11728866_11729266	8	12	8	17	15	19
chr17_11746010_11746410	10	23	13	27	9	18
chr17_11793878_11794278	13	19	10	18	11	17
chr17_11800862_11801262	16	19	15	23	10	22
chr17_11819435_11819835	13	15	18	22	11	12
